n,p,cens_rate,hetero,model_type,c0_threshold,mean_weight,std_weight,min_weight,max_weight,mean_censor_prob,std_censor_prob
500,50,0.3,False,rsf,1.2759804072409464,1.86277880417638,1.4663817853338577,0.5136094204501971,5.0,0.5010634415692116,0.32860649253852925
500,50,0.3,True,km,1.0016068293431366,1.7313399114471,1.2514022813594303,0.5406225069009937,5.0,0.5079554608705993,0.3234979616973594
500,50,0.3,True,cox,1.0016068293431366,1.7313399114471,1.2514022813594303,0.5406225069009937,5.0,0.5079554608705993,0.3234979616973594
500,50,0.3,True,weibull,1.0016068293431366,1.7313399114471,1.2514022813594303,0.5406225069009937,5.0,0.5079554608705993,0.3234979616973594
500,50,0.3,True,rsf,1.0016068293431366,1.7313399114471,1.2514022813594303,0.5406225069009937,5.0,0.5079554608705993,0.3234979616973594
500,1,0.5,False,km,2.154050335266602,1.3074327235744447,0.7591470111216312,0.5610409946175202,3.2326907496988464,0.5012429333394324,0.2285285686568828
500,1,0.5,False,cox,2.154050335266602,1.3074327235744447,0.7591470111216312,0.5610409946175202,3.2326907496988464,0.5012429333394324,0.2285285686568828
500,1,0.5,False,weibull,2.154050335266602,1.3074327235744447,0.7591470111216312,0.5610409946175202,3.2326907496988464,0.5012429333394324,0.2285285686568828
500,1,0.5,False,rsf,2.154050335266602,1.3074327235744447,0.7591470111216312,0.5610409946175202,3.2326907496988464,0.5012429333394324,0.2285285686568828
500,1,0.5,True,km,2.3103446691756986,1.2699823285863159,0.6348961440645344,0.5,2.8046296108196507,0.49740365603841746,0.23236337820279682
500,1,0.5,True,cox,2.3103446691756986,1.2699823285863159,0.6348961440645344,0.5,2.8046296108196507,0.49740365603841746,0.23236337820279682
500,1,0.5,True,weibull,2.3103446691756986,1.2699823285863159,0.6348961440645344,0.5,2.8046296108196507,0.49740365603841746,0.23236337820279682
500,1,0.5,True,rsf,2.3103446691756986,1.2699823285863159,0.6348961440645344,0.5,2.8046296108196507,0.49740365603841746,0.23236337820279682
500,50,0.5,False,km,1.095933400982572,2.150789989852994,1.7066728092371246,0.512815277468674,5.0,0.5056615003922823,0.36952505900759247
500,50,0.5,False,cox,1.095933400982572,2.150789989852994,1.7066728092371246,0.512815277468674,5.0,0.5056615003922823,0.36952505900759247
500,50,0.5,False,weibull,1.095933400982572,2.150789989852994,1.7066728092371246,0.512815277468674,5.0,0.5056615003922823,0.36952505900759247
500,50,0.5,False,rsf,1.095933400982572,2.150789989852994,1.7066728092371246,0.512815277468674,5.0,0.5056615003922823,0.36952505900759247
500,50,0.5,True,km,0.7782989914554874,1.9752039100556238,1.5568397580884612,0.5114798702435795,5.0,0.5099065575582518,0.35447465990767113
500,50,0.5,True,cox,0.7782989914554874,1.9752039100556238,1.5568397580884612,0.5114798702435795,5.0,0.5099065575582518,0.35447465990767113
500,50,0.5,True,weibull,0.7782989914554874,1.9752039100556238,1.5568397580884612,0.5114798702435795,5.0,0.5099065575582518,0.35447465990767113
500,50,0.5,True,rsf,0.7782989914554874,1.9752039100556238,1.5568397580884612,0.5114798702435795,5.0,0.5099065575582518,0.35447465990767113
2000,1,0.1,False,km,2.0786270557875226,1.107820982281196,0.37534445526737775,0.5050036282633276,2.654940518130458,0.4984654317819773,0.15549016631689638
2000,1,0.1,False,cox,2.0786270557875226,1.107820982281196,0.37534445526737775,0.5050036282633276,2.654940518130458,0.4984654317819773,0.15549016631689638
2000,1,0.1,False,weibull,2.0786270557875226,1.107820982281196,0.37534445526737775,0.5050036282633276,2.654940518130458,0.4984654317819773,0.15549016631689638
2000,1,0.1,False,rsf,2.0786270557875226,1.107820982281196,0.37534445526737775,0.5050036282633276,2.654940518130458,0.4984654317819773,0.15549016631689638
2000,1,0.1,True,km,2.296490794610934,1.0993680739768001,0.40189567445955404,0.6173008578964053,2.9574457046228533,0.4939298590108645,0.11977960980923373
2000,1,0.1,True,cox,2.296490794610934,1.0993680739768001,0.40189567445955404,0.6173008578964053,2.9574457046228533,0.4939298590108645,0.11977960980923373
2000,1,0.1,True,weibull,2.296490794610934,1.0993680739768001,0.40189567445955404,0.6173008578964053,2.9574457046228533,0.4939298590108645,0.11977960980923373
2000,1,0.1,True,rsf,2.296490794610934,1.0993680739768001,0.40189567445955404,0.6173008578964053,2.9574457046228533,0.4939298590108645,0.11977960980923373
2000,50,0.1,False,km,1.2070648520407814,1.400475130823951,0.8094375580575744,0.5628320334384372,3.9447591733032525,0.5009702576858451,0.26302116682428295
2000,50,0.1,False,cox,1.2070648520407814,1.400475130823951,0.8094375580575744,0.5628320334384372,3.9447591733032525,0.5009702576858451,0.26302116682428295
2000,50,0.1,False,weibull,1.2070648520407814,1.400475130823951,0.8094375580575744,0.5628320334384372,3.9447591733032525,0.5009702576858451,0.26302116682428295
2000,50,0.1,False,rsf,1.2070648520407814,1.400475130823951,0.8094375580575744,0.5628320334384372,3.9447591733032525,0.5009702576858451,0.26302116682428295
2000,50,0.1,True,km,0.9386236909418388,1.394238016967519,0.810803588470703,0.5706442075215254,5.0,0.502220126714209,0.26181906651425396
2000,50,0.1,True,cox,0.9386236909418388,1.394238016967519,0.810803588470703,0.5706442075215254,5.0,0.502220126714209,0.26181906651425396
2000,50,0.1,True,weibull,0.9386236909418388,1.394238016967519,0.810803588470703,0.5706442075215254,5.0,0.502220126714209,0.26181906651425396
